In_Type,Com_Tr_Num,Date_Com,Date_Com_Re,Date_Complete,Com_Class,In_Status,Disp,B_Com,Div_Com,Un_Com,Detail,WorkSta,ShiftCom,Rule,Par,UnOff_ID,Off_R_Eth,Off_Gen,Off_Age,Off_Year,Com_Gen,Com_Eth,Com_Age
Rank Initiated,2016-0632-R,U,2016/9/26,2019/1/24,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34272,Black,M,U,U,M,U,U
Public Initiated,2016-0505-P,U,2016/8/1,2017/5/23,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 08 - FAILURE TO REPORT MISCONDUCT,34306,Black,F,U,U,F,B,U
Public Initiated,2016-0505-P,U,2016/8/1,2017/5/23,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 08 - FAILURE TO REPORT MISCONDUCT,34309,Hispanic,M,U,U,F,B,U
Public Initiated,2016-0504-P,U,2016/7/28,2019/2/8,DI-1,Completed,Sustained,MSB - Management Services Bureau,8th District,Alternative Police Response Unit,U,Unknown Working Status,Unknown Shift Hours,RULE 1: OPERATION MANUALS,PAPRGRAPH 1: RULES OF PROCEDURES,34314,Black,M,U,U,F,B,U
Public Initiated,2016-0490-N,2016/6/16,2016/7/20,2016/12/27,NFIM,Completed,NFIM,U,Office of the Superintendant,U,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,34325,White,M,U,U,M,B,59
Public Initiated,2016-0464-P,U,2016/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,Fatality Unit,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34327,Black,M,U,U,M,W,U
Public Initiated,2016-0464-P,U,2016/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,Fatality Unit,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34329,Black,M,U,U,M,W,U
Public Initiated,2016-0464-P,U,2016/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,Fatality Unit,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34330,Black,M,U,U,M,W,U
Public Initiated,2016-0464-P,U,2016/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,Fatality Unit,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34332,Black,M,U,U,M,W,U
Public Initiated,2016-0464-P,U,2016/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,Fatality Unit,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34333,Black,M,U,U,M,W,U
Public Initiated,2016-0464-P,U,2016/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,Fatality Unit,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34334,Black,M,U,U,M,W,U
Public Initiated,2016-0464-P,U,2016/7/6,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,Fatality Unit,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34337,Black,M,U,U,M,W,U
Public Initiated,2016-0428-P,2016/6/18,2016/6/20,2016/12/23,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,Reserve Division,U,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34340,Black,M,U,U,F,W,38
Public Initiated,2016-0437-P,U,2016/6/23,2019/7/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,5th District,General Assignment,Regular Working,Between 7pm-3:35am,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34344,White,M,U,U,F,B,U
Public Initiated,2016-0395-N,U,2016/6/7,2016/7/31,NFIM,Completed,NFIM,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Extradition Unit,,Unknown Shift Hours,NO VIOLATION OBSERVED,U,34345,Black,M,U,U,U,U,U
Public Initiated,U,U,2023/1/18,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34347,Not Specified,U,U,U,U,U,U
Public Initiated,2016-0373-P,U,2016/6/2,2019/7/24,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,Investigations,Squad 2,Off Duty,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34349,White,M,U,U,U,U,U
Rank Initiated,2016-0364-R,U,2016/5/25,2019/4/10,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Crime Lab and Evidence Division,Central Evidence & Property Section ,Platoon A,Regular Working,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34377,White,M,U,U,U,U,U
Rank Initiated,2016-0364-R,U,2016/5/25,2019/4/10,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Crime Lab and Evidence Division,Central Evidence & Property Section ,Platoon A,Regular Working,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34379,Black,F,U,U,U,U,U
Rank Initiated,2016-0364-R,U,2016/5/25,2019/4/10,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Crime Lab and Evidence Division,Central Evidence & Property Section ,Platoon A,Regular Working,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34385,Black,M,U,U,U,U,U
Public Initiated,2016-0366-P,U,2016/5/25,2016/11/21,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,3rd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,34387,Black,M,U,U,M,W,U
Public Initiated,2016-0345-P,U,2016/5/12,2017/12/4,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,Day Beats,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34402,Black,F,U,U,U,U,U
Public Initiated,2016-0334-N,U,2016/5/10,2016/8/26,NFIM,Completed,NFIM,FOB - Field Operations Bureau,4th District,U,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,34403,Black,M,U,U,M,B,U
Public Initiated,2016-0338-P,U,2016/5/11,2016/12/27,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,Investigations,Squad 3,Regular Working,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 02 - ASSOCIATIONS,34410,Black,M,U,U,U,U,U
Public Initiated,2023-0017-P,2022/10/19,2023/1/12,2023/2/28,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34416,Not Specified,U,U,U,M,B,34
Public Initiated,2023-0017-P,2022/10/19,2023/1/12,2023/2/28,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34418,Not Specified,U,U,U,M,B,34
Public Initiated,2016-0337-P,U,2016/5/13,2017/7/24,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,Narcotics,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,34422,White,M,U,U,F,B,U
Rank Initiated,U,U,2023/1/11,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34425,Not Specified,U,U,U,U,U,U
Rank Initiated,2016-0329-R,U,2016/5/12,2018/3/23,DI-1,Completed,Other,ISB - Investigations and Support Bureau,Crime Lab and Evidence Division,Central Evidence & Property Section ,Platoon C,,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34426,White,M,U,U,U,U,U
Rank Initiated,U,U,2023/1/11,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34434,Not Specified,U,U,U,U,U,U
Rank Initiated,2016-0329-R,U,2016/5/12,2018/3/23,DI-1,Completed,Other,ISB - Investigations and Support Bureau,Crime Lab and Evidence Division,Central Evidence & Property Section ,Platoon C,,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34446,Black,M,U,U,U,U,U
Public Initiated,2016-0330-P,U,2016/5/6,2019/7/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,3rd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34447,Black,M,U,U,M,W,U
Rank Initiated,2016-0299-R,U,2016/4/26,2016/9/7,DI-1,Completed,Not Sustained,MSB - Management Service Bureau,Education/Training & Recruitment Division,Training Section,Staff,,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,34459,Black,M,U,U,U,U,U
Rank Initiated,2016-0245-R,U,2016/4/7,2016/9/7,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,8th District,Staff,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,34491,White,M,U,U,U,U,U
Public Initiated,2016-0252-P,U,2016/4/19,2016/12/30,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34499,Black,M,U,U,F,B,U
Rank Initiated,2016-0236-R,U,2016/4/5,2016/8/4,DI-1,Completed,Unfounded,ISB - Investigations and Support Bureau,Crime Lab and Evidence Division,Scientific Criminal Investigations Section ,Crime Lab Admin,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,34515,Black,M,U,U,U,U,U
Public Initiated,2016-0209-P,U,2016/3/23,2016/6/16,Duplicate,Completed,Other,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Staff,Regular Working,Between 7am-3pm,NO ALLIGATIONS ASSIGNED AT THIS TIME,U,34517,Black,F,U,U,M,B,U
Rank Initiated,2016-0142-D,U,2016/3/2,2016/3/21,DI-2,Completed,Other,U,Communications Division,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34519,Black,F,U,U,U,U,U
Public Initiated,2016-0186-P,U,2016/3/11,2017/2/22,DI-1,Completed,Not Sustained,PIB - Public Integrity Bureau,Criminal Investigation Section,Criminal Investigation Section,P.I.B. ,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34520,Black,M,U,U,F,B,U
Public Initiated,2016-0144-P,2016/2/15,2016/2/15,2017/4/3,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,34522,White,M,U,U,F,B,51
Rank Initiated,U,U,2023/1/4,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34533,Not Specified,U,U,U,U,U,U
Rank Initiated,U,U,2023/1/3,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34559,Not Specified,U,U,U,U,U,U
Rank Initiated,U,U,2023/1/3,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34561,Not Specified,U,U,U,U,U,U
Rank Initiated,U,U,2023/1/3,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34562,Not Specified,U,U,U,U,U,U
Rank Initiated,U,U,2023/1/3,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34569,Not Specified,U,U,U,U,U,U
Public Initiated,2016-0143-P,U,2016/2/26,2018/5/21,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,34570,Black,F,U,U,M,B,U
Public Initiated,2016-0143-P,U,2016/2/26,2018/5/21,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,34573,Hispanic,M,U,U,M,B,U
Public Initiated,2016-0137-P,U,2016/2/24,2017/2/21,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,4th District,U,Patrol,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34576,White,M,U,U,F,W,U
Public Initiated,U,U,2023/1/4,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34596,Not Specified,U,U,U,U,U,U
Public Initiated,2016-0090-P,U,2016/2/8,2017/3/22,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,A Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34622,Black,M,U,U,F,B,U
Public Initiated,2016-0090-P,U,2016/2/8,2017/3/22,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,A Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34634,White,M,U,U,F,B,U
Public Initiated,2016-0090-P,U,2016/2/8,2017/3/22,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,A Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34637,Black,F,U,U,F,B,U
Public Initiated,2016-0049-N,U,2016/1/24,2016/3/3,NFIM,Completed,NFIM,FOB - Field Operations Bureau,2nd District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,34640,White,M,U,U,F,W,U
Public Initiated,2016-0067-P,U,2016/2/1,2017/3/13,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,Task Force,A Platoon,Regular Working,Unknown Shift Hours,U,U,34642,Black,M,U,U,M,B,U
Public Initiated,2016-0067-P,U,2016/2/1,2017/3/13,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,Task Force,A Platoon,Regular Working,Unknown Shift Hours,U,U,34644,Black,M,U,U,M,B,U
Public Initiated,2016-0067-P,U,2016/2/1,2017/3/13,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,Task Force,A Platoon,Regular Working,Unknown Shift Hours,U,U,34650,Asian/Pacific Islander,M,U,U,M,B,U
Public Initiated,2016-0078-P,U,2016/2/4,2016/6/16,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Events,6th District,Special Assignment,Regular Working,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,34652,Black,M,U,U,F,B,U
Public Initiated,2016-0047-P,U,2016/1/26,2017/11/28,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,D.I.U.,Persons,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34654,White,M,U,U,M,W,U
Public Initiated,U,U,2022/12/16,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34655,Not Specified,U,U,U,U,U,U
Public Initiated,2016-0047-P,U,2016/1/26,2017/11/28,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,D.I.U.,Persons,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34657,White,M,U,U,M,W,U
Public Initiated,2016-0043-P,U,2016/1/25,2016/6/6,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,B Platoon,Squad 2,,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 08 - Use of Alchohol/Drugs On Duty,34684,White,M,U,U,F,B,U
Public Initiated,2022-0557-P,2022/10/26,2022/12/13,2023/3/29,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34685,Not Specified,U,U,U,M,B,47
Public Initiated,2022-0557-P,2022/10/26,2022/12/13,2023/3/29,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34686,Not Specified,U,U,U,M,B,47
Public Initiated,2016-0012-P,U,2016/1/11,2016/7/6,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Investigations Division,Special Victims  Section,Patrol,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34688,Black,F,U,U,F,U,U
Public Initiated,2016-0012-P,U,2016/1/11,2016/7/6,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Investigations Division,Special Victims  Section,Patrol,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34689,Black,F,U,U,F,U,U
Public Initiated,2023-0152-P,2022/4/1,2023/3/24,U,DI-1,Active,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34690,Not Specified,U,U,U,F,B,U
Public Initiated,2021-0221-P,1900/1/1,2021/4/19,2021/8/11,DI-1,Completed,Other,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34691,White,M,95,U,F,B,U
Public Initiated,2021-0350-P,1900/1/1,2021/6/24,2021/10/14,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Police Recruits,D.I.U.,Property,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34692,White,M,87,U,M,B,67
Rank Initiated,2021-0573-R,1900/1/1,2021/10/14,2022/2/17,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Child Abuse Platoon 2,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,34700,Black,M,82,U,U,U,U
Public Initiated,2021-0350-P,1900/1/1,2021/6/24,2021/10/14,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Police Recruits,D.I.U.,Property,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34702,White,F,76,U,M,B,67
Public Initiated,2022-0545-P,1900/1/1,2022/12/2,2023/3/30,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34716,Black,M,72,U,F,W,100
Public Initiated,2022-0436-P,1900/1/1,2022/9/26,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34718,White,M,69,U,M,U,U
Public Initiated,2021-0350-P,1900/1/1,2021/6/24,2021/10/14,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Police Recruits,D.I.U.,Property,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34719,Black,M,65,U,M,B,67
Public Initiated,2019-0354-P,1955/6/12,2019/6/13,2020/4/22,DI-1,Completed,Unfounded,U,U,LWOP,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34722,White,M,38,U,U,U,23
Public Initiated,2019-0354-P,1955/6/12,2019/6/13,2020/4/22,DI-1,Completed,Unfounded,U,U,LWOP,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34726,Black,M,8,U,U,U,23
Public Initiated,2021-0302-P,1980/1/1,2021/6/4,2021/10/2,DI-1,Completed,Exonerated,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Platoon 2,,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34727,Black,F,7,U,F,B,25
Public Initiated,2021-0302-P,1980/1/1,2021/6/4,2021/10/2,DI-1,Completed,Exonerated,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Platoon 2,,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,34728,White,M,2,U,F,B,25
Public Initiated,2023-0032-P,2001/10/11,2023/1/23,2023/3/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34729,Black,M,7,U,M,B,10
Public Initiated,2023-0032-P,2001/10/11,2023/1/23,2023/3/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34731,Black,M,12,U,M,B,10
Rank Initiated,2016-0187-R,2016/3/10,2016/3/18,2016/7/14,DI-1,Completed,Sustained,FOB - Field Operations Bureau,Police Recruits,U,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 03 - HONESTY AND TRUTHFULNESS,34732,Black,M,21,U,U,U,U
Rank Initiated,2022-0363-R,2022/7/31,2022/8/9,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Regular Working,Between 7am-7pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34734,Black,M,22,U,U,U,U
Public Initiated,U,U,2023/1/4,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34736,Not Specified,U,U,U,U,U,U
Public Initiated,U,U,2023/1/4,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34738,Not Specified,U,U,U,U,U,U
Public Initiated,U,U,2023/1/4,U,U,Initial,Pending,U,U,U,U,Unknown Working Status,Unknown Shift Hours,U,U,34749,Not Specified,U,U,U,U,U,U
Public Initiated,2022-0550-N,2022/12/5,2022/12/7,2022/12/29,NFIM,Completed,NFIM,U,U,U,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,34753,Not Specified,U,U,U,U,U,U
Rank Initiated,2021-0683-R,2021/11/21,2021/11/30,2022/4/20,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,8th District,Bourbon Street,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34754,White,M,22,U,U,U,U
Rank Initiated,2021-0072-R,2021/1/30,2021/2/23,2021/12/30,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,U,U,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34758,White,M,22,U,U,U,U
Rank Initiated,2020-0625-R,2020/12/19,2020/12/20,U,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34760,Black,M,22,U,U,U,U
Public Initiated,2020-0592-P,2020/11/24,2020/11/26,2022/3/29,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,1st District,U,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,34762,Hispanic,M,22,U,F,H,U
Rank Initiated,2020-0339-R,2020/4/22,2020/7/13,U,DI-1,Active,Pending,FOB - Field Operations Bureau,2nd District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34764,Black,M,22,U,U,U,U
Rank Initiated,2020-0301-R,2020/6/22,2020/6/23,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Task Force,B,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,34774,Hispanic,M,22,U,U,U,U
